Origin,Target,weight
POU2F1,NFYA,1
MYC,TOP1MT,1
TP53,RGS13,1
SOX2,ABCC6,1
KLF4,IFITM3,-1
NR1I2,PIAS3,1
FOXP1,IL7R,-1
FOXO3,CCNG2,1
SMAD3,CCNG2,1
SMAD4,CCNG2,1
GATA2,CGA,1
FOXO4,SOD2,1
FOXO4,ATXN3,1
HMGA2,TERT,1
ASCL1,LARGE1,1
ERG,ERG,1
FLI1,ERG,1
GATA3,ERG,1
LYL1,ERG,1
ESR1,TLE1,1
RELA,GRP,1
HNF4A,POP1,1
PAX5,FHL2,1
ZBTB14,FHL2,1
RORA,APOA4,1
RORA,SULT1B1,1
SMAD4,RUNX1T1,1
MYC,AGTR1,1
AR,AGTR1,1
MYC,KLK3,1
RUNX2,LRP5,1
CEBPG,STAT5B,1
PPARA,STAT5B,1
CEBPA,STAT5B,1
CEBPB,STAT5B,1
TSHZ3,MYOD1,-1
TSHZ3,MYOG,-1
USF1,B3GNT9,1
USF1,PRKAA1,1
POU5F1,RLIM,1
SOX2,RLIM,1
LEF1,UTP3,1
STAT3,ESR2,1
TP53,FBXO32,1
REL,DLGAP5,1
PAX5,CSF1R,-1
SP1,HSD17B11,1
CEBPA,HSD17B11,1
MBD2,CD4,-1
MBD2,CD70,-1
NCOA1,CCNA2,1
NCOA1,CDK2,1
TP53,MDC1,1
LEF1,CHGA,1
PAX5,NEDD9,1
TP53,HMOX1,1
TP73,HMOX1,1
NR5A2,ILF3,1
NR5A2,PRMT1,1
SP1,TGFBI,1
SP3,TGFBI,1
ZBTB33,MMP1,1
RARB,HIF1A,1
HIF1A,RARB,1
RUNX1,SIRT1,1
RBPJ,BIRC5,1
RUNX3,LILRB3,1
SPI1,LILRB3,1
XBP1,INS,1
JUN,CDKN2A,1
SRF,KDM4A,1
TFAP2B,CRYAB,1
TFAP2A,CRYAB,1
SALL3,OPN1LW,1
CTCFL,MAGEA4,1
EGR1,RRAD,1
KLF10,RUNX2,1
GLI2,ASCL1,1
HIVEP2,MYC,-1
TP53,LTA,1
KLF5,PLG,1
PGR,KLF5,1
HMGA2,KLF5,1
HMGA2,PLG,1
KLF5,CCNA2,1
KLF5,CDT1,1
PPARA,RETSAT,1
AHR,NQO1,-1
GFI1,ABL1,-1
PPARG,IFNB1,-1
NR5A2,LHB,1
STAT1,LY96,1
RELA,LY96,1
PPARG,RARRES2,1
SRF,CYLD,1
NHLH2,ASCL1,1
RELA,TNFRSF1A,1
RELA,TRADD,1
RELA,TRAF2,1
SP3,ENAM,1
RUNX1,SMAD6,1
GLI1,CYLD,-1
DBP,PVR,1
TCF3,PVR,1
CEBPB,GPD1,1
CEBPB,STMN1,1
PPARG,DLK1,1
CEBPB,PDK4,1
RUNX3,AGTRAP,1
KLF4,PFKP,1
NCOA1,MED1,1
NCOA1,UBE2C,1
NCOA3,MED1,1
NCOA3,POLR2F,1
NCOA3,UBE2C,1
NEUROD6,NEUROD1,1
NR3C1,IL2,-1
SALL3,CYC1,1
NKX3-1,MAP3K5,1
NKX3-1,MAPK1,1
TP53,MAP3K5,1
NKX3-1,PTGFR,1
NFE2L2,CALCA,1
PBX1,BGLAP,-1
SP7,BGLAP,1
HOXA10,SP7,1
PBX1,SP7,-1
CEBPB,MSTN,1
PPARD,LEP,-1
EOMES,IL17A,1
STAT5A,CD207,1
PAX8,RB1,1
PAX8,SLC25A5,1
PAX8,TNFRSF11A,1
PAX8,E2F1,1
ESRRB,OTX2,1
NEUROD1,OTX2,1
NR2E3,OTX2,1
NFATC1,TNFSF10,1
SP3,CD2AP,1
SP7,FGFR1,1
SP7,MARK1,1
SP7,ME3,1
TBX6,CDKN1B,1
FOXP1,GJA1,-1
FOXP1,MYH7,-1
FOXP1,RCAN1,-1
HESX1,MYH7,-1
HESX1,RCAN1,-1
NFATC4,GJA1,1
NFATC4,MYH7,1
NFATC4,RCAN1,1
FOXP1,CDKN1C,1
FOXP1,MYH6,-1
CEBPB,RIC8B,1
GATA2,CDX2,1
MBD2,POU5F1,-1
NR6A1,MBD3,1
GATA4,HAMP,1
STAT3,PRKAA1,1
NFE2,HBG1,1
KLF2,HBB,1
RELA,PLK1,1
HIF1A,NRP2,-1
HNF1A,SPINK1,1
IRF3,TICAM1,1
GATA3,DUSP16,1
TBX21,DUSP16,1
ETV4,RGCC,1
SMAD4,RGCC,1
SMAD3,RGCC,1
HIF1A,SLC8A1,1
EHF,RUVBL1,1
TP53,H2BC11,1
TP53,KRT9,1
TP53,PAF1,1
TP53,RNF20,1
NR1H4,KRT13,1
DLX5,AKT1,1
CREB1,TIMM50,1
ETS1,TIMM50,1
TP53,TIMM50,1
DMRT1,STRA8,-1
JUN,HAVCR2,1
NR5A1,STARD7,1
ETV1,POMC,1
STAT3,CAV1,1
ZBTB38,MYOG,1
SMAD3,FOXA2,1
AIRE,TLR3,1
AIRE,TLR8,1
ERG,RHOJ,1
PGR,CYP19A1,-1
NFKB1,IL17C,1
RELA,IL17C,1
ESR1,CCN2,1
OVOL2,H1-6,1
SP1,PREX1,1
TP63,PTEN,1
TP63,AKT1,1
SRY,TCF21,1
SOX9,TCF21,1
HOXB1,CRABP1,1
RUNX3,JAG1,-1
NFE2L2,CRYZ,1
HES1,MAML1,1
FOXC2,ITGB1,1
NR3C1,TSC22D3,1
ELK1,BAX,1
ELK1,CDKN1A,1
NFATC3,IL2,1
NFATC3,PTGS2,1
ERF,ACSL5,-1
SNAI2,STAT1,1
SP1,TRPV1,1
SP4,TRPV1,1
NR1H3,CYP1A1,1
NR1H3,HLA-DRB1,1
ZFPM1,IFNG,1
JUN,ABCC8,1
TGIF1,ELAVL1,-1
STAT5A,LEP,1
KAT7,APC,1
YBX1,PC,1
YBX1,AR,1
NCOA1,S100B,1
FOXP3,H1-5,1
FOS,EGF,1
E2F1,KCNH1,1
TP53,KCNH1,1
TP53,PTPN6,1
HNF4A,UPK2,1
TFAP2A,INHA,1
SKIL,FSHB,-1
TGIF1,FSHB,-1
JUN,FSHB,1
STAT1,IL17A,1
STAT1,IL17RA,1
CXXC1,RB1,1
SREBF1,FGF21,-1
KLF2,KPNA2,1
KLF4,KPNA2,1
ESR1,FGF8,1
NHLH2,MC4R,1
AR,CYP17A1,1
SOX17,CYP17A1,1
ZNF512B,ZNF512B,-1
GATA2,EMCN,1
GLI1,CD24,1
GLI1,VEGFA,1
YY1,BRCA1,1
MYC,RAC3,1
NKX2-2,SIRT2,1
ERG,SPP1,1
CEBPB,PRLR,1
SP1,PRLR,1
MBD2,NOS3,-1
HIF1A,VLDLR,1
RARA,CADM1,1
EN1,UTRN,-1
CUX1,DAXX,-1
CUX1,KISS1,1
TTF1,KISS1,1
YY1,KISS1,-1
NRL,CISH,1
RORB,NRL,1
NEUROG3,ATOH8,1
ATOH8,FGFR1,1
ATOH8,KRT27,1
ATOH8,ME3,1
TWIST1,DSPP,1
STAT3,ABCB1,1
HOXB5,RET,1
CEBPB,P2RX3,1
RUNX1,P2RX3,1
ETV4,NOTCH1,1
ETV4,NOTCH4,1
JUN,NOTCH4,1
IRF4,INPP5D,1
ESR1,KCNK5,1
IRF1,SMARCA4,1
KMT2A,HOXC6,1
KMT2B,HOXC6,1
ESR1,HOXC6,1
ESR2,HOXC6,1
NFKB1,TREM1,1
TP53,XPO1,-1
ATF4,DKK1,1
KLF4,IL17A,1
RARA,TNFRSF10A,1
RARA,WDR11,1
GLI1,BMI1,1
CEBPA,CTSL,1
THRB,RGN,1
CEBPB,COPS5,1
STAT3,COPS5,1
CEBPG,COPS5,1
GATA1,COPS5,1
CTCF,ATXN7,1
RXRA,ABCC2,1
LEF1,NANOG,1
ESR1,STK11,-1
TBX21,ABL1,1
TBX21,BTK,1
TBX21,PTPRJ,1
HOXB7,EGFR,1
LHX2,GFAP,1
NFIA,GFAP,1
MYC,PSMD10,1
AHR,PPARGC1B,1
CREB1,FILIP1L,1
MYC,ABCA4,1
MYC,ABCB6,1
CREB1,BMP2,1
PAX6,OLIG2,-1
TCF12,OLIG2,1
PITX3,MIP,1
PITX3,TNPO1,1
GATA2,SNCA,1
SRF,GATA2,1
DDIT3,H3-3A,1
PPARG,CTSL,1
PPARA,CTSL,1
TEAD4,CCN2,1
SALL3,TH,1
KAT7,PLA2G4A,1
KAT7,KAT2A,1
HNF1B,CA2,1
HNF1B,CFTR,1
HNF1B,PROM1,1
CREB1,DIO2,1
GABPA,GFI1,1
RUNX1,HBZ,1
SRF,TNC,1
HMBOX1,LAMP1,-1
HMBOX1,KLRK1,-1
SIX1,EYA2,1
ZNF384,HES1,1
ZNF384,PDLIM7,1
ATF6,CREB3,1
MAFB,PTH,1
FOXO3,RUNX2,1
OLIG2,GFAP,-1
MEF2C,OPN1MW,1
MEF2C,RGR,-1
MEF2C,RHO,-1
MEF2C,RPE65,1
CREB1,GDA,1
RFX1,PTPN6,1
TFAP4,MAPK8,1
TFAP4,PTPN6,1
MAX,CD80,1
MAX,SLC25A1,1
MYC,CD80,1
MYC,SLC25A1,1
RUNX1,SERPINB13,-1
RUNX1,CTSK,1
XBP1,SIRT1,1
STAT3,IRF1,1
MBD2,ADGRB1,-1
HNF4A,EGR1,1
TP73,CASP8AP2,1
ATF5,GFAP,1
RORA,SMARCD1,1
CREB3L2,SEC24C,1
FOXL2,ACTA2,1
STAT3,FOXO1,1
STAT3,FOXO3,1
STAT3,BAD,-1
STAT3,FASLG,-1
SOX17,ROBO4,1
AR,FKBP4,1
AR,URI1,1
SP1,TINF2,1
JUN,RHOC,1
TP53,GAS1,1
USF1,NR5A1,1
NR5A1,SHBG,1
USF2,NR5A1,1
AR,TUBB3,1
CEBPA,OXTR,1
ISL1,NEUROD4,1
JUN,GADD45A,1
EBF1,BCR,1
NFATC1,FGFR1,1
NFATC1,KRT27,1
NFATC1,ME3,1
NFATC1,KDM6B,1
AHR,MFSD2A,1
ARNT,MFSD2A,1
ESR1,RET,1
CEBPB,ERCC6,1
CEBPB,HSPA9,1
MYC,IGF1R,1
MYC,IL7R,1
ATF4,CHAC1,1
RUNX1,PIK3CG,1
HIF1A,SH3BP2,1
MTF1,ABCC3,1
TP63,POLI,1
TP63,BNC1,1
DDIT3,LCN2,1
ESR1,LCN2,1
FOXO1,PNPLA2,1
HES1,TLX3,1
NFE2L2,CACNA1C,1
PBX1,CDKN2B,1
VDR,IL17A,1
AIRE,CD28,1
FOXP3,FASLG,-1
AR,CDK20,1
STAT3,SECTM1,1
MSGN1,WNT3A,1
HIF1A,MMP15,1
DNMT1,PDLIM7,1
NR5A1,CYP26B1,1
SOX9,CYP26B1,1
FOXL2,CYP26B1,-1
HOXA10,SPAST,1
HOXA10,EMX2,-1
ESRRG,CYP19A1,1
HIF1A,ESRRG,1
IRF8,ARG1,1
SPI1,ARG1,1
NR1H3,ARG1,1
NR1H3,TRIM63,1
NFAT5,ACTA2,1
NFAT5,CISH,1
IRF1,TG,1
CEBPB,WNT10B,1
SP1,TIGAR,1
ESR1,AURKA,1
GATA3,ERBB2,1
TRPS1,ERBB2,-1
GATA3,AURKA,1
RELA,GLRX,1
ESR2,FOXM1,-1
FOXN1,B3GNT9,1
NR1I2,SULT1E1,1
HNF4A,RNF34,1
HNF4A,SULT1E1,1
STAT3,ICOS,1
DNMT1,BRMS1,1
DNMT1,TNF,1
E2F1,CDKN2D,1
RARA,STAT1,-1
ATF4,PER2,1
CEBPB,GAP43,1
NFIC,FABP7,1
POU3F1,FABP7,1
POU3F2,FABP7,1
TCF21,KISS1,1
TCF3,KISS1,1
ZEB1,CCN2,-1
CTCF,MGAT5B,1
NEUROD1,MGAT5B,1
HIF1A,CTF1,1
HIF1A,SLC22A5,1
HOXC8,LLGL1,-1
CREB1,AQP2,1
FOXO1,MAOA,-1
ESR2,SFTPB,1
SRF,GLIPR1,1
SP1,APOB,1
TFCP2,GFAP,1
MYC,IGF2BP1,1
MYC,PDCD4,1
PDX1,FGFR1,1
PDX1,OGA,1
PPARG,PGK1,-1
PPARG,PRKCZ,-1
PITX2,CRY1,1
CREB1,TNFSF13,1
SMAD3,TNFSF13,1
NR3C1,KRAS,1
NR3C1,RAF1,1
HNF1A,XBP1,1
HNF1A,HSPA5,1
FOXA2,NEUROG3,1
GLIS3,NEUROG3,1
SP1,POLI,1
YBX1,PABPC1,1
GATA4,EPO,1
NR1I3,FN1,1
MITF,LYN,1
MITF,PIK3R1,1
ATF5,EGR1,1
HSF4,HSF2,-1
IRF3,SH3PXD2A,1
YY1,HAS2,-1
AR,OSR1,1
STAT3,KRT17,1
MYCN,DKK3,-1
NR3C2,CKM,1
SRF,MYH4,1
POU5F1,ACTG2,-1
POU5F1,CDH1,1
SMAD3,PLAU,1
SMAD3,CDH1,-1
NFE2L2,MST1R,1
SATB1,IL4,1
NFATC2,LARGE1,1
KLF6,PSG5,1
KLF6,CTSG,1
KLF6,PSG3,1
TP53,GSN,1
NFE2L2,UGT1A1,1
TWIST2,POSTN,-1
KLF5,GRHL3,1
NFATC2,NKX2-3,1
HSF1,NR4A3,1
NRF1,NR4A3,1
VDR,NPHS1,1
HNF4A,LPA,1
NR1H4,LPA,1
TFEB,LARGE1,1
FOXO1,POU5F1,1
FOXO1,SOX2,1
DDIT3,FN1,1
DDIT3,PTX3,1
KLF1,DNASE2,1
ETS2,FLT4,1
IRF6,IRF6,1
NFE2L2,KRAS,1
AR,PIP,1
RUNX2,PIP,1
RELA,TRIM28,1
STAT3,TRIM28,1
NFE2L2,BACH1,1
SPI1,IGF2,1
ZNF91,IGF2,1
CTCF,CDKN1A,1
ATF1,KAT2B,1
STAT6,SLC26A4,1
DNMT1,SLC12A2,1
ERG,CRISP3,1
PGR,TH,1
BCL6B,GDNF,-1
POU3F1,GDNF,1
ETV5,CXCR4,1
IRF1,PMAIP1,1
IRF4,PMAIP1,-1
IRF4,IFNG,1
FOXO1,CYP1A1,1
RORA,AGRP,1
RORA,NR1D2,1
RORA,PLG,1
RORA,SPARC,1
IRF4,CDKN1B,1
MYC,IRF4,1
NR5A1,SHH,1
CEBPA,FOSB,1
SP1,FOSB,1
ESR1,SCARB1,1
ATF3,PDX1,-1
PDX1,AXIN1,1
ATF6,INS,-1
ATF6B,INS,1
NR4A3,ADCYAP1,1
NR4A3,CRH,1
IRX3,GJA5,1
IRX3,GJA1,-1
EGR1,SPRY1,1
NFIL3,PHEX,-1
NFIL3,PTH,1
SATB2,SATB2,1
SP7,SATB2,1
SATB2,SP7,1
KLF10,KDR,1
AHR,SULT1E1,1
IKZF4,HBG1,1
ISL1,CCND1,1
MYC,ISL1,1
ISL1,MYC,1
TP53,PAPPA,1
TP53,MET,-1
ETV4,CXCR4,1
NR5A1,HJV,1
KMT2A,ELL2,1
FOXP2,MET,-1
MYC,FOXO3,1
AHR,FLG,1
SMAD4,PPARG,1
RUNX1,LITAF,1
RUNX1,GADD45A,1
E2F3,IL6R,1
PTF1A,ATOH7,-1
YY1,POSTN,-1
HMBOX1,IFNG,-1
HIF1A,ZNF267,1
FOSL1,EGF,1
ETS1,CCND3,-1
JUNB,IFNA1,1
JUNB,TNF,1
MYOG,ISYNA1,1
VDR,BMP7,1
PDX1,UCP2,1
NR2C2,SLC27A1,1
SOX17,COMP,1
ELK1,SLC2A1,1
SRF,SLC2A1,1
PPARA,TNFSF10,1
NRL,MEF2C,1
MBD2,DMPK,-1
JUND,GAST,1
YY1,SLC1A2,-1
NFE2L2,FGF21,1
SNAI1,ACTA2,-1
ATF4,DNAJB9,1
ATF6,DNAJB9,1
MLXIPL,KLF10,1
ARX,SST,1
ARX,GHRL,1
FOXA2,FABP3,1
VAX2,WNT2,1
PLAG1,CD44,1
PLAG1,EGR1,1
TFAP2A,BHLHE23,1
TFAP2A,POU4F3,1
YY1,POU4F3,1
FOXO4,SIRT1,1
NFE2L2,NOS2,1
NEUROD1,COL1A2,1
TBPL1,CXCL11,1
FOXO3,VEGFA,-1
FOXO3,FGFR1,1
CDX2,TLR4,1
TP53,SLC2A12,-1
IRF8,C1QB,1
STAT1,C1QB,1
SPI1,C1QB,1
SMAD3,IL2,1
CREB1,NDN,-1
FOXO1,NDN,1
CEBPD,CAMKK2,1
SOX9,CEBPB,-1
SOX9,CEBPD,-1
HBP1,MAP1LC3A,-1
MYOD1,ACHE,1
NRL,NRL,1
OTX2,NRL,1
TP53,YWHAG,1
RARA,BHLHE40,1
FOXA2,AQP9,1
FOXA2,ATIC,1
ELF1,TOLLIP,1
NR4A3,SKP2,1
DNMT1,MAPK1,1
HIF1A,IL17A,1
NCOA3,CCDC80,1
NR1I3,TUBA8,1
SP1,BMPR1A,1
TFAP4,CD4,-1
BATF,SIRT1,1
BATF,CD8A,1
DDIT3,HSP90AB1,1
PITX2,SLC13A3,1
RUNX1,CD34,1
BCL11B,FOXP3,1
BCL11B,IL10,1
STAT5A,MAF,1
TWIST1,BMI1,1
YBX1,AKT2,1
YBX1,BMI1,1
PAX2,ADAM10,1
SP1,ORC2,1
NKX2-2,ARX,1
PAX2,L1CAM,-1
CEBPA,LGALS1,1
LMX1A,CDKN1B,1
LMX1A,HES1,1
LMX1B,CDKN1B,1
LMX1B,HES1,1
CEBPB,SLC6A2,1
NR3C1,SLC6A2,1
CAMTA1,ANXA2,1
CUX1,ECT2,-1
E2F1,ECT2,1
NR1H3,FGF21,1
HEY1,SOST,1
MEF2B,SOST,1
MSX2,SOST,-1
SMAD9,SOST,1
IRF4,IL2,1
REL,IL4,1
SNAI1,KDM6B,-1
GATA3,LOX,-1
MEF2A,MUTYH,1
RELA,CSF1,-1
CTCF,VEGFA,1
EGR2,MIR17HG,1
KDM5B,MIR17HG,-1
MBD2,MIR17HG,-1
SPI1,MIR17HG,1
DLX2,CDKN1A,-1
DLX2,CDKN2A,1
DLX2,MYC,1
DLX2,TGFB1,-1
DLX2,TGFBR2,1
JUN,CCN3,1
JUN,ILK,1
MYF5,CCND3,1
MYOG,CCND3,1
PAX7,CCND3,-1
MYC,BCL2L11,1
JUN,BPIFA1,1
ETV6,EPOR,1
PREB,EPOR,1
RUNX1,EPOR,1
ATF3,CLDN1,1
ATF3,ITGA7,1
ATF3,LIF,1
ATF3,SERPINE2,1
STAT5A,LIF,1
TCF7L2,G6PC1,-1
ESR1,FOXP1,1
FOXP1,ESR1,-1
REST,HCN1,-1
RUNX1,CALCA,1
RUNX1,NTRK1,1
RUNX1,RET,1
GATA1,RUNX1,1
RUNX1,GATA1,1
RUNX1,MCF2L2,1
RUNX1,HES1,1
XBP1,RUNX2,1
EGR2,COMMD7,1
SOX10,COMMD7,1
TFAP2A,COMMD7,1
FOXN1,KRT14,1
FOXN1,FOXN1,1
MYCN,LRRN3,-1
ZBTB17,LRRN3,1
ZNF692,PCK1,-1
RARA,MEST,1
NFKB1,EGF,1
NFKB1,CTCF,-1
AIRE,AIRE,1
AIRE,IL2RA,1
AIRE,TSPOAP1,1
NCOA3,BRCA1,1
PITX3,C1QA,1
NANOG,NANOG,-1
ZNF281,NANOG,-1
ZNF281,ZNF281,-1
CEBPB,MMP3,1
CEBPB,ADAMTS5,1
NR2C2,TRIM5,1
IRF4,IL13,1
AR,CCL5,-1
SNAI1,MMP15,-1
FOS,CFH,1
JUN,CFH,1
ESR1,SIRT1,1
MEF2A,TRIM63,1
FOXP1,GDF3,-1
NR5A2,GDF3,1
EPAS1,CXCL8,1
NFE2L2,CXCL8,1
MXI1,CXCL8,1
MYC,CXCL8,1
ATF3,DHDDS,1
ATF3,HLA-DRB1,1
POU4F1,HIPK2,1
HOXD3,WNT1,1
SNAI1,NANOG,-1
TP63,SATB1,1
NKX3-1,CD44,1
TP73,CD44,1
FOXO1,VCAM1,1
NR3C1,IL11,-1
NEUROD1,NEUROG2,1
NEUROG2,NEUROD1,1
NEUROG2,NEUROG2,1
MAZ,HRAS,1
SP7,NELL1,-1
ELF1,PF4,1
FLI1,PF4,1
ESR1,PTS,1
MAX,MAPK1,1
TP63,TNF,1
ARNT,IRS2,1
FOXO1,IRS2,1
FOXO3,IRS2,1
PAX6,AR,1
PAX6,TCF20,1
TCF20,AR,1
TCF20,TCF20,1
MYOD1,INPPL1,1
STAT1,COPS5,1
STAT1,ABL1,1
CREB1,FZD6,1
NR1H3,PLAC1,1
STAT3,FSCN1,1
NKX3-1,IGFBP6,1
PBX1,EPHA7,1
NFATC1,IRS2,1
PGR,CRYGB,1
TP53,ULBP2,1
HBP1,BECN1,-1
SREBF2,HMGCR,1
HEY1,BMP2,-1
SOX2,PROM1,1
TP53,SPN,1
NEUROG3,DNER,1
NKX6-1,DNER,1
PDX1,DNER,1
SP1,GRIA2,1
IRF8,BAX,1
STAT6,IL17A,1
RARA,KRT14,1
RARA,KRT9,1
ZBTB16,FGFR1,1
ZBTB16,KRT14,1
ZBTB16,KRT9,1
HOXA7,EPB41,1
IRF3,CTNNB1,1
NFIX,CHI3L1,1
STAT3,CHI3L1,1
NRF1,FBXW7,1
KLF5,SMURF2,1
CREM,SYK,1
MEF2C,MEF2C,1
MYC,NAAA,1
TP53,H1-2,1
NR2E1,CDKN1A,-1
SP4,TSPO,1
CLOCK,MBD2,1
MBD2,PER2,-1
MITF,PAEP,1
TP63,CSF2,1
TP63,IL2,1
PHOX2B,GAD1,1
SIX3,GAD1,1
NFATC2,PRL,1
STAT5A,NFATC2,1
NFATC2,STAT5A,1
LHX4,AFP,1
SP1,SUMO2,1
DNMT1,AR,1
IRF7,PPARGC1A,1
JUN,TGM1,1
JUNB,IVL,1
DDIT3,OFD1,1
HBP1,CREBBP,-1
HBP1,HBP1,-1
PITX2,LYRM4,1
KDM5B,CCND1,-1
GATA4,PKD1,1
GATA4,PRKD3,1
NKX2-5,MEF2D,1
NKX2-5,PKD1,1
NKX2-5,PRKD3,1
PAX6,STAR,1
RBPJ,PTGS2,1
ESR1,ALK,1
YY1,RTCB,1
TFAP2A,DRD1,1
TFAP2A,CHRNA7,1
CEBPD,PRL,1
WT1,KIRREL2,1
STAT6,CCL2,-1
RUNX1,BCL2L1,1
LEF1,IDO1,1
MYRF,ABCB1,1
MYRF,CDR2,1
CEBPB,PLAC8,1
SOX9,INS,1
SOX9,GCG,-1
TBX21,TNF,1
ESR1,EHMT2,1
ESR1,AIP,1
STAT6,TH,1
POU2F1,CAT,1
RUNX2,CCN2,-1
NFATC4,CGA,1
NFATC4,CRTC1,1
NFATC4,FSHB,1
NR4A1,FSHB,1
YBX1,CLU,1
HES1,ATOH1,-1
SOX4,SOX2,1
SOX2,SOX2,1
STAT1,IL12A,1
MITF,DCSTAMP,1
TAL1,DCSTAMP,-1
TBP,AKT1,1
SOX9,XPO4,1
RARA,HCK,1
SPI1,HCK,1
STAT3,TNFRSF1B,1
TP73,RCHY1,1
ZNF362,ACAT1,1
CREBZF,PRKAA1,1
CREBZF,STK11,1
EGR1,CCN1,1
POU5F1,HSPD1,1
JUN,CASP3,1
ATF2,CASP3,1
PAX6,RLBP1,1
FOSB,CCN2,1
FOSB,TNC,1
MYBL1,CREBBP,1
MYBL1,LDHC,1
DNMT1,CHFR,1
DNMT1,FHIT,1
TCF12,ACSL5,1
TCF12,ANK3,1
TCF12,LMO7,1
TCF12,TRAK1,1
TCF12,UGP2,1
HIF1A,CD164,1
JUN,CD164,1
FOS,PTPRO,1
TP53,PLAGL1,1
PLAGL1,TP53,1
PPARG,TNIP1,1
PPARA,TNIP1,1
MAF,IL22,1
RELA,HPSE,1
NFKB1,HPSE,1
IRF1,KRT79,1
IRF1,ME3,1
STAT1,FGFR1,1
STAT1,KRT79,1
IRF1,DOT1L,1
DOT1L,IRF1,1
NR4A1,PIN1,1
E2F4,TBX2,-1
CREB3,ARF4,1
CEBPB,IL18BP,1
CEBPG,IL18BP,1
CREB1,IL18BP,1
YY1,VIM,1
IRF6,VIM,1
TCF7L2,CCND1,1
EGR1,TCF7L2,1
TCF7L2,EGR1,-1
SNAI1,TWIST1,-1
TWIST1,SNAI1,-1
TP53,HDGF,1
CREB3,MMP9,1
ZNF160,WNK2,-1
ZGLP1,SIRT1,1
CEBPG,PDLIM7,1
SOX2,DKK1,1
CDX1,DLL1,1
PITX2,MYLK,1
FOXN1,MYLK,1
CDX2,SLC10A2,1
ESR2,SLC2A4,1
SP1,SLC2A4,1
MYOD1,ANKRD2,1
NKX2-5,ANKRD2,1
CUX1,PSIP1,-1
SP1,PSIP1,1
SP1,TNFRSF1B,1
POU1F1,CDKN2A,1
POU1F1,TP53,1
GATA1,PRDX5,1
MBD2,HOXA1,-1
MBD2,KDM3A,-1
PGR,DUSP1,1
TWIST1,CCN5,1
GATA2,PTEN,-1
LEF1,FASLG,1
DMRTA2,NEUROG1,1
MYBL2,LMO1,1
RORA,NR1D1,1
MXD1,CDH1,-1
CTCF,CDKN2A,-1
CREM,IL17A,1
KLF10,EGFR,-1
NR2E3,TP53,1
TP53,RBM38,1
MEIS1,TGFBR2,-1
NFYA,TGFBR2,1
PPARG,SLC2A1,1
ATF4,APOE,1
MXD1,SIN3B,-1
TP53,HSPA8,1
TP53,SIN3B,1
TP53,SIN3A,1
SP7,VDR,1
SNAI1,TGFBR2,-1
SNAI2,TGFBR2,-1
LHX2,CXCL8,1
CREB1,CXCL8,1
SREBF1,TGFB1,1
RUNX1,SFRP1,1
RUNX2,CSF2,1
TP53,CGB7,1
ZNF91,INSR,1
ATF3,PPP1R15A,1
PRDM16,PPARGC1A,1
PPARA,PRDM16,1
PRDM16,PRDM16,1
EGR3,GRIN1,1
SOX10,SH3KBP1,1
ZEB1,ESRP2,-1
ZEB2,ESRP2,-1
HIF1A,MAP3K11,1
AHR,SPP1,1
AR,CASP3,1
DMTF1,CDKN1A,1
KMT2A,IL13,1
MYB,IL13,1
MYB,KRT9,1
NR1H2,NRAS,1
RUNX1,WNT5A,1
NR3C2,CCN2,1
GFI1,LEP,-1
RUNX2,GFI1,-1
GFI1,RUNX2,-1
NFATC1,IL31,1
NFATC2,IL31,1
STAT6,IL31,1
SP6,AMTN,1
SP6,ROCK1,1
PITX2,GAST,1
STAT3,NDN,-1
SOX9,SPP1,-1
ATF3,INS,1
ATF3,WNT2,1
KMT2A,AVP,1
KMT2A,CHD1,1
YY1,WNT1,-1
SMAD4,CCL2,1
SRF,COL1A2,1
NR4A1,ENO3,1
PITX2,HTRA1,1
HIF1A,GATA1,1
NFE2L2,TLE5,1
ESR2,GSTP1,1
YBX3,LHB,-1
MYC,PRRX1,1
IRF5,TRIM63,1
MYC,H2AZ1,1
SP7,EPHB2,1
ERG,GATA4,1
ETS1,GATA4,1
FLI1,GATA4,1
TWIST1,ESR1,-1
PRDM1,ID3,-1
IRF1,IFNL1,1
NFKB1,IFNL1,1
PRDM1,IFNL1,-1
REL,IFNL1,1
ZEB1,IFNL1,-1
DNMT1,OGG1,1
SPI1,OGG1,1
SP1,ADAMTS4,1
REL,IFNB1,1
RELB,IFNB1,1
VSX2,HLA-DRB1,1
JUN,HLA-DRB1,1
FOXA2,DIO1,-1
USF1,DIO1,1
FOXA1,DIO1,1
TP53,LATS2,1
TP53,YAP1,1
HHEX,PPIG,1
SOX17,PPIG,1
EN1,SLC18A2,1
PITX3,ALDH1A1,1
PITX3,SLC18A2,1
STAT6,IL27,1
NR2C2,TRAF6,1
NR2C2,IL6,1
RELA,IL12A,1
TP53,VHL,1
GLI2,COL10A1,-1
GLI3,COL10A1,1
SMAD1,EZH2,1
SMAD1,FGFR1,1
SMAD1,KRT27,1
SMAD1,ME3,1
SMAD1,PARVB,1
MEF2C,PTP4A3,1
TP53,GNAQ,1
AR,RHD,1
ETV4,EGLN1,1
FOS,F7,1
FOS,MMP7,1
DNMT1,F7,1
DNMT1,MMP7,1
NFATC2,CBX3,1
HEY2,MMP10,1
LHX8,BDNF,1
PITX2,ALDH5A1,1
PITX2,GABRB3,1
EGR3,GABRB3,1
